LIMIT_BAL,SEX,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Female,MARRIAGE_Married,MARRIAGE_Others,MARRIAGE_Single,EDUCATION_Graduate,EDUCATION_High School,EDUCATION_Others,EDUCATION_University,util_1,util_2,util_3,util_4,util_5,util_6,pay_ratio_1,pay_ratio_2,pay_ratio_3,pay_ratio_4,pay_ratio_5,pay_ratio_6,remaining_bal_1,remaining_bal_2,remaining_bal_3,remaining_bal_4,remaining_bal_5,remaining_bal_6,avg_monthly_bill,avg_monthly_payment,max_payment_delay,has_any_delay,n_months_delayed,severe_delay_count,bill_trend,payment_volatility,payment_cv,recent_payment_below_avg,total_bill,total_payment,net_debt,overall_util,bill_zero_count,pay_zero_count,default_payment_next_month
240000,1,35,-1,-1,-1,-1,-1,1,11119,10361,10000,10200,30000,24000,10722,10000,10200,30000,4000,21245,0,0,0,1,0,1,0,0,0.04632897362927654,0.0431706534556106,0.04166649305627893,0.04249982291740451,0.1249994791688368,0.09999958333506943,0.9642086330935252,0.9650646593321752,1.01989801019898,2.9408881482207625,0.1333288890370321,0.8851714511895338,397,361,-200,-19800,26000,2755,15946.666666666666,14361.166666666666,1,1,1,0,-12881,9475.153411247053,0.6168251160120468,1,95680,86167,9513,0.3970124481327801,0,0,0
80000,1,27,-1,-1,-1,-1,3,-1,390,390,390,1080,540,390,390,390,1080,0,390,390,0,0,0,1,0,0,0,1,0.004874939063261709,0.004874939063261709,0.004874939063261709,0.01349983125210935,0.006749915626054675,0.004874939063261709,0.9974424552429667,0.9974424552429667,2.762148337595908,0.0,0.7208872458410351,0.9974424552429667,0,0,-690,1080,150,0,530.0,440.0,3,1,1,1,0,350.1999428897726,0.2431944047845643,1,3180,2640,540,0.03925925925925926,0,1,0
50000,2,22,1,1,1,1,-1,1,22854,31329,23927,0,83,20083,9000,1507,0,83,20000,600,1,1,0,0,0,1,0,0,0.45707085858282837,0.626567468650627,0.47853042939141216,0.0,0.0016599668006639866,0.4016519669606608,0.39378691752351785,0.048100861793807854,0.0,1.0,238.0952380952381,0.029874526986656044,13854,29822,23927,-83,-19917,19483,16379.333333333334,5198.333333333333,1,1,5,0,2771,8018.75203923071,1.2936948705400446,0,98276,31190,67086,1.9269803921568627,1,1,0
290000,2,34,-1,-1,-1,-1,-1,-1,0,0,1100,6000,3533,880,0,1100,6000,3533,880,193,1,1,0,0,1,0,0,0,0.0,0.0,0.003793090368653901,0.02068958382902128,0.01218271661132203,0.003034472294923121,1.0,1.0,5.449591280653951,0.5887352107982003,0.2490096208262592,0.21906923950056753,0,-1100,-4900,2467,2653,687,1918.8333333333333,1951.0,-1,0,0,0,-880,2352.247095863868,0.7971016929392978,1,11513,11706,-193,0.039563573883161514,2,1,0
130000,1,36,1,1,1,1,-1,-1,127790,128272,6230,0,0,0,6000,1400,0,0,0,0,0,0,0,1,1,0,0,0,0.9829924385197037,0.9867001023069053,0.04792270828685933,0.0,0.0,0.0,0.04695166326267108,0.010914222010867447,0.0,1.0,1.0,1.0,121790,126872,6230,0,0,0,43715.333333333336,1233.3333333333333,1,1,4,0,127790,2401.388487243717,1.075248576377784,0,262292,7400,254892,2.002229007633588,3,4,1
280000,1,40,2,3,1,1,1,1,238094,228523,191098,160149,154421,156022,0,8000,6000,5000,10000,5000,0,1,0,0,0,0,0,1,0.8503326773832951,0.8161506566047978,0.6824904196770726,0.571958671576173,0.5515016017799936,0.5572194385020054,0.0,0.03500726400728151,0.03139733855226872,0.031220730565095223,0.06475761225732085,0.03204655723835588,238094,220523,185098,155149,144421,151022,188051.16666666666,5666.666666666667,3,1,6,2,82072,3386.246693120079,0.5079370039680118,1,1128307,34000,1094307,4.015327402135231,0,1,0
30000,2,30,1,1,1,1,1,1,24482,25571,26294,27308,27853,28504,1800,1441,1455,1000,1100,2500,1,0,0,1,0,0,0,1,0.816039465351155,0.852338255391487,0.8764374520849305,0.9102363254558181,0.9284023865871137,0.9501016632778907,0.07352040191153045,0.05635069607383075,0.05533371363377068,0.036617964773517885,0.039491634953687085,0.08770391159445712,22682,24130,24839,26308,26753,26004,26668.666666666668,1549.3333333333333,1,1,6,0,-4022,546.0592153481768,0.21419686794515308,0,160012,9296,150716,5.161677419354839,0,0,1
70000,1,51,1,1,1,3,1,1,43048,43257,44115,41112,39922,40150,3000,4000,0,1500,3000,5000,0,0,0,1,1,0,0,0,0.6149626433908087,0.6179483150240711,0.6302052827816745,0.5873058956300624,0.5703061384837359,0.5735632348109313,0.06968802991939418,0.09246844514309492,0.0,0.03648481015737115,0.07514465345790647,0.1245298996289009,40048,39257,44115,39612,36922,35150,41934.0,2750.0,3,1,6,1,2898,1781.8529681205462,0.4751607914988123,0,251604,16500,235104,3.543718309859155,0,1,0
80000,2,27,2,3,3,3,3,-1,4073,3863,8109,7849,0,0,0,4500,21,0,0,0,1,0,0,1,0,0,0,1,0.05091186360170498,0.04828689641379483,0.1013612329845877,0.09811127360907988,0.0,0.0,0.0,1.1645962732919255,0.002589395807644883,0.0,1.0,1.0,4073,-637,8088,7849,0,0,3982.3333333333335,753.5,3,1,5,5,4073,1835.4218861068427,1.0467190682103467,1,23894,4521,19373,0.29498765432098767,2,4,0
360000,2,37,-1,-1,-1,-1,-1,-1,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,-1.3888850308749142e-05,-1.3888850308749142e-05,-1.3888850308749142e-05,-1.3888850308749142e-05,-1.3888850308749142e-05,-1.3888850308749142e-05,1.0,1.0,1.0,1.0,1.0,1.0,-5,-5,-5,-5,-5,-5,-5.0,0.0,-1,0,0,0,0,0.0,0.0,0,-30,0,-30,-8.310249307479225e-05,0,6,0
200000,2,36,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,2,1,1,1,0,0.0,0.0,0,0,0,0,0.0,6,6,0
140000,2,27,-1,-1,-1,-1,-1,-1,515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0036785451532489054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,515,0,0,0,0,0,85.83333333333333,0.0,-1,0,0,0,515,0.0,0.0,0,515,0,515,0.003652482269503546,5,6,0
20000,1,21,1,1,1,-1,1,1,23675,20297,17054,2333,1300,0,1800,1240,2333,0,0,0,0,0,0,1,0,0,0,1,1.183690815459227,1.0147992600369982,0.8526573671316434,0.11664416779161042,0.06499675016249187,0.0,0.07602635580334516,0.0610897625381811,0.13679272940486661,0.0,0.0,1.0,21875,19057,14721,2333,1300,0,10776.5,895.5,1,1,5,0,23675,1040.093024685773,0.5487169742473083,0,64659,5373,59286,3.079,1,3,0
200000,2,29,-1,3,-1,-1,-1,3,2393,183,4847,20183,24815,24248,0,4872,20183,5000,0,1000,1,0,0,1,1,0,0,0,0.011964940175299123,0.0009149954250228749,0.024234878825605873,0.10091449542752286,0.12407437962810186,0.12123939380303099,0.0,26.47826086956522,4.163160066006601,0.24772096710265556,0.0,0.04123881397171018,2393,-4689,-15336,15183,24815,23248,12778.166666666666,5175.833333333333,3,1,2,2,-21855,7698.757936619821,1.2465941875514486,1,76669,31055,45614,0.3814378109452736,0,2,0
50000,1,32,2,-1,-1,-1,-1,1,-11545,-1935,7321,2850,6340,3110,10000,10000,7867,6340,3000,2218,0,1,0,0,0,0,0,1,-0.23089538209235816,-0.03869922601547969,0.14641707165856682,0.056998860022799545,0.12679746405071898,0.0621987560248795,1.0,1.0,1.0744332149685878,2.223781129428271,0.47311149660936763,0.7129540340726455,-21545,-11935,-546,-3490,3340,892,1023.5,6570.833333333333,2,1,2,1,-14655,3374.8987787290253,0.44577639344797254,0,6141,39425,-33284,0.12041176470588236,0,0,0
220000,2,33,-1,-1,-1,-1,-1,-1,1037,1062,0,0,0,0,1062,0,0,0,0,0,1,1,0,0,0,1,0,0,0.004713614938113918,0.004827250785223704,0.0,0.0,0.0,0.0,1.023121387283237,0.0,1.0,1.0,1.0,1.0,-25,1062,0,0,0,0,349.8333333333333,177.0,-1,0,0,0,1037,433.5596844726225,0.3683599698153122,0,2099,1062,1037,0.009497737556561086,4,5,0
20000,1,23,1,1,1,1,1,1,19812,20388,19145,20124,20127,20150,1300,1330,1309,702,719,1000,0,0,0,1,0,1,0,0,0.9905504724763762,1.0193490325483725,0.9572021398930054,1.0061496925153743,1.0062996850157493,1.007449627518624,0.06561348609498814,0.06523125214576488,0.0683693721926251,0.03488198757763975,0.03572138314785374,0.04962532876780309,18512,19058,17836,19422,19408,19150,19957.666666666668,1060.0,1,1,6,0,-338,296.8319389823137,0.14409317426325907,0,119746,6360,113386,5.702190476190476,0,0,0
130000,2,43,-1,1,-1,-1,1,-1,15923,82292,396,1552,776,776,70000,792,1552,0,776,3676,1,0,1,0,0,1,0,0,0.12248367320251383,0.6330105153037284,0.003046130414381428,0.011938369704848423,0.005969184852424212,0.005969184852424212,4.395880432052248,0.00962414786190806,3.9093198992443323,0.0,0.9987129987129987,4.731016731016731,-54077,81500,-1156,1552,0,-2900,16952.5,12799.333333333334,1,1,2,0,15147,28050.716630180174,2.0327588262848573,0,101715,76796,24919,0.7764503816793893,0,1,0
450000,2,36,-1,-1,-1,-1,-1,-1,13500,6350,11670,1530,1232,201,6364,11728,1532,1234,201,3,1,0,0,1,0,0,0,1,0.02999993333348148,0.014111079753156104,0.02593327570383177,0.0033999924444612344,0.00273777169384068,0.0004466656740762798,0.47137249092659805,1.8466383246732798,0.13126552994602006,0.806009144350098,0.1630170316301703,0.01485148514851485,7136,-5378,10138,296,1031,198,5747.166666666667,3510.3333333333335,-1,0,0,0,13299,4648.053987064551,1.0305344735195958,0,34483,21062,13421,0.0764589800443459,0,0,0
420000,2,26,-1,-1,-1,-1,-1,-1,62364,30165,106030,33694,49354,44744,30336,107382,33850,49587,47222,57258,1,0,0,1,0,0,0,1,0.14848536074914107,0.07182125756843435,0.2524517798767146,0.08022361851519401,0.11750924402560946,0.10653307968314361,0.48642668163232583,3.559702976861367,0.31924625816978053,1.471642676955038,0.9567824941748556,1.279651357693597,32028,-77217,72180,-15893,2132,-12514,54391.833333333336,54272.5,-1,0,0,0,17620,27897.061492207384,0.5047186483731944,1,326351,325635,716,0.7751805225653207,0,0,0
50000,1,45,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0,1,0,0,1,0,0,0,0.007799844003119938,0.007799844003119938,0.007799844003119938,0.007799844003119938,0.007799844003119938,0.007799844003119938,0.9974424552429667,0.9974424552429667,0.9974424552429667,0.9974424552429667,0.9974424552429667,0.9974424552429667,0,0,0,0,0,0,390.0,390.0,-1,0,0,0,0,0.0,0.0,0,2340,2340,0,0.04588235294117647,0,0,1
500000,1,31,-1,-1,-1,-1,-1,-1,453,16577,40489,39744,26765,2837,16783,40496,1075,2133,2851,85327,0,0,0,1,0,1,0,0,0.000905998188003624,0.03315393369213262,0.08097783804432392,0.07948784102431795,0.05352989294021412,0.005673988652022696,36.96696035242291,2.442755459042104,0.02654976537416646,0.053667127940621465,0.10651572890981095,30.065891472868216,-16330,-23919,39414,37611,23914,-82490,21144.166666666668,24777.5,-1,0,0,0,-2384,33264.330780883,1.2904405307296285,1,126865,148665,-21800,0.25322355289421156,0,0,0
80000,1,27,1,1,1,1,1,1,47163,86021,44400,23954,24574,24772,1821,3600,1000,1000,1000,1000,0,0,0,1,0,1,0,0,0.589530130873364,1.0752490593867576,0.5549930625867177,0.2994212572342846,0.3071711603604955,0.3096461294233822,0.03860995674667119,0.04184975936388366,0.02252201526992635,0.04174493842621582,0.04069175991861648,0.04036652807492028,45342,82421,43400,22954,23574,23772,41814.0,1570.1666666666667,1,1,6,0,22391,1047.234532789416,0.40745783001987523,0,250884,9421,241463,3.0973333333333333,0,0,0
130000,2,53,1,1,1,1,1,1,100184,99001,88214,90167,90682,92672,4700,3200,3403,3300,3500,3300,1,0,0,1,0,1,0,0,0.7706402258444166,0.7615402958438782,0.6785640110460689,0.6935869724079046,0.6975484803963047,0.7128560549534234,0.046913210560463145,0.03232257934183148,0.03857620586068129,0.03659834974713867,0.038595988222709876,0.035609077077465925,95484,95801,84811,86867,87182,89372,93486.66666666667,3567.1666666666665,1,1,6,0,7512,564.3298385400747,0.12356234832830158,0,560920,21403,539517,4.281832061068703,0,0,0
260000,2,40,1,1,1,1,1,1,120108,107696,103745,90818,92640,94338,4224,3650,5000,3640,3500,3500,1,0,0,1,0,0,0,1,0.4619520694151176,0.41421379148541737,0.3990176960857843,0.3492986565436287,0.35630632189876194,0.36283706601128457,0.03516805568275483,0.03389138044699481,0.04819462919052301,0.04007971900153052,0.03778024848609147,0.03710024486161609,115884,104046,98745,87178,89140,90838,101557.5,3919.0,1,1,6,0,25770,593.7861567938411,0.12071277836833524,0,609345,23514,585831,2.334655172413793,0,0,0
80000,2,26,1,1,1,1,1,1,69489,70336,71755,66175,67573,69083,2600,2571,2500,2500,2600,3000,1,1,0,0,0,1,0,0,0.868601642479469,0.8791890101373733,0.8969262884213948,0.8271771602854965,0.8446519418507269,0.8635267059161761,0.03741545546121744,0.03655259678405391,0.034840292101008974,0.03777804642166344,0.038476337052712584,0.04342539517109606,66889,67765,69255,63675,64973,66083,69068.5,2628.5,1,1,6,0,406,187.5993070349675,0.05170161417527008,1,414411,15771,398640,5.116185185185185,0,0,0
50000,1,51,1,1,1,1,1,1,42257,44243,64104,33406,34104,34869,3000,2500,1985,1163,1256,1316,0,1,0,0,0,1,0,0,0.8451230975380493,0.884842303153937,1.2820543589128217,0.6681066378672427,0.6820663586728265,0.6973660526789465,0.07099247479767144,0.05650483681403128,0.030964823336713205,0.03481306313048164,0.03682744465620877,0.037740177803269284,39257,41743,62119,32243,32848,33553,42163.833333333336,1870.0,1,1,6,0,7388,757.7316147555148,0.264017984235371,0,252983,11220,241763,4.960450980392157,0,0,0
310000,1,37,-1,-1,-1,-1,-1,-1,46916,5545,17152,6540,6834,6890,5545,17248,6559,10000,6890,5593,0,1,0,0,1,0,0,0,0.1513414472856539,0.017887039074067503,0.05532885377789104,0.021096706139657615,0.02204509017712846,0.022225734755694337,0.1181874373894324,3.1099891813919944,0.3823820905963971,1.5288182235132244,1.008046817849305,0.811638368886954,41371,-11703,10593,-3460,-56,1297,14979.5,8639.166666666666,-1,0,0,0,40026,4521.140449783292,0.4690385181758408,1,89877,51835,38042,0.2889935691318328,0,0,0
40000,1,35,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,2,1,1,1,0,0.0,0.0,0,0,0,0,0.0,6,6,0
130000,1,25,1,1,1,1,1,-1,119803,118737,113689,59473,-1518,-1518,5100,4600,3000,0,0,0,0,0,0,1,0,0,0,1,0.9215544495811571,0.9133545126575949,0.8745240421227529,0.45748109629925926,-0.011676833255128806,-0.011676833255128806,0.04256953023271343,0.0387407569607034,0.026387545078722843,0.0,1.0,1.0,114703,114137,110689,59473,-1518,-1518,68111.0,2116.6666666666665,1,1,5,0,121321,2420.261693839463,0.7765545541730898,0,408666,12700,395966,3.119587786259542,0,3,1
200000,1,44,-1,-1,-1,-1,-1,-1,25929,1582,21133,2941,8191,22842,1582,21133,2941,8191,22842,5567,0,1,0,0,1,0,0,0,0.1296443517782411,0.00790996045019775,0.1056644716776416,0.014704926475367624,0.04095479522602387,0.11420942895285524,0.0610104126494408,13.349968414403032,0.13915964796063215,2.784160435078178,2.788330078125,0.24370704373330998,24347,-19551,18192,-5250,-14651,17275,13769.666666666666,10376.0,-1,0,0,0,3087,9291.163242565486,0.8167337590159535,1,82618,62256,20362,0.41103482587064677,0,0,0
60000,2,42,1,1,1,1,1,1,58899,55834,55993,56675,57550,57545,2579,2047,2024,2180,2321,2500,1,1,0,0,0,0,0,1,0.9816336394393427,0.9305511574807086,0.9332011133147781,0.9445675905401577,0.9591506808219863,0.9590673488775187,0.04378607809847199,0.036661592191277875,0.03614673000678644,0.038464252946573504,0.04032944692533579,0.04344350606471345,56320,53787,53969,54495,55229,55045,57082.666666666664,2275.1666666666665,1,1,6,0,1354,232.0201859034396,0.07084225308740713,0,342496,13651,328845,5.614688524590164,0,0,0
360000,1,43,-1,-1,-1,-1,-1,-1,4134,2128,960,6658,0,0,2134,982,6858,0,0,0,0,0,0,1,1,0,0,0,0.01148330143527379,0.005911094691403635,0.0026666592592798355,0.018494393071130356,0.0,0.0,0.5160822249093108,0.46124941286989196,7.136316337148803,0.0,1.0,1.0,2000,1146,-5898,6658,0,0,2313.3333333333335,1662.3333333333333,-1,0,0,0,4134,2682.175659174221,1.0074529832881762,0,13880,9974,3906,0.03844875346260388,2,3,0
50000,1,34,2,3,3,3,3,3,48212,49207,49914,48382,50693,50364,2500,2200,0,3800,1000,1500,0,0,0,1,1,0,0,0,0.9642207155856883,0.9841203175936482,0.998260034799304,0.9676206475870482,1.0138397232055358,1.007259854802904,0.051853234604774645,0.0447081775321086,0.0,0.0785399830518984,0.019726200339290647,0.029782587114067307,45712,47007,49914,44582,49693,48864,49462.0,1833.3333333333333,3,1,6,6,-2152,1312.5039682479694,0.46323669467575396,0,296772,11000,285772,5.819058823529412,0,1,0
50000,2,29,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0.0,0.0,2,1,1,1,0,0.0,0.0,0,0,0,0,0.0,6,6,0
230000,1,27,1,1,1,1,1,1,24874,19500,11717,7540,9941,6113,2000,2000,3540,5000,3113,90417,0,0,0,1,1,0,0,0,0.10814735588106139,0.08478224007721706,0.05094325676844883,0.032782466163190596,0.043221551210646914,0.026578145312411684,0.08040201005025126,0.10255884313624943,0.3020993343573989,0.6630420368651373,0.3131160732247033,14.788518155053975,22874,17500,8177,2540,6828,-84304,13280.833333333334,17678.333333333332,1,1,6,0,18761,35651.97173042,1.9087340981754264,1,79685,106070,-26385,0.34495670995670996,0,0,0
20000,2,22,2,3,3,1,1,-1,21672,22031,21247,7475,0,0,1000,18,300,0,0,0,1,0,0,1,1,0,0,0,1.0835458227088646,1.1014949252537374,1.0622968851557422,0.3737313134343283,0.0,0.0,0.046140358971992805,0.0008169934640522876,0.014118975903614458,0.0,1.0,1.0,20672,22013,20947,7475,0,0,12070.833333333334,219.66666666666666,3,1,5,3,21672,400.2007829410966,0.3281230797549302,0,72425,1318,71107,3.448809523809524,2,3,1
390000,2,31,1,1,1,1,1,1,50620,43220,44237,46495,47751,51941,5000,3000,3000,2000,5000,5000,1,0,0,1,1,0,0,0,0.12979453898836157,0.11082022866608034,0.11342791428739926,0.11921764303168453,0.12243814759449334,0.1331817097904877,0.09877323640386401,0.0694107031304227,0.06781500067815001,0.04301445285615967,0.10470765622382308,0.09626121443148127,45620,40220,41237,44495,42751,46941,47377.333333333336,3833.3333333333335,1,1,6,0,-1321,1329.1601358251257,0.2749986487914053,0,284264,23000,261264,0.7270179028132993,0,0,0
110000,2,29,1,1,3,1,1,1,107195,109443,106637,106665,92417,90730,7845,4000,4000,3500,9500,9600,1,0,0,1,1,0,0,0,0.9744911409896274,0.994927318842556,0.9694184598321833,0.9696730029727002,0.840146907755384,0.8248106835392406,0.07318370088436135,0.03654837177003765,0.0375100808342242,0.03281270507940675,0.1027938280421563,0.10580727645457451,99350,105443,102637,103165,82917,81130,102181.16666666667,6407.5,3,1,6,1,16465,2893.706533150865,0.3906454989066305,0,613087,38445,574642,5.523306306306306,0,0,0
150000,2,45,1,1,1,1,1,1,47372,42652,42306,41579,40669,39301,2000,2100,1837,1400,1486,1572,1,1,0,0,0,1,0,0,0.31581122792514715,0.2843447710348598,0.28203811974586834,0.2771914853900974,0.27112485916760554,0.2620049199672002,0.042218141135245815,0.04923452043232598,0.04342071052071761,0.03367003367003367,0.036537988689451684,0.03999796448017912,45372,40552,40469,40179,39183,37729,42313.166666666664,1732.5,1,1,6,0,8071,287.9623239245023,0.10538419905745738,0,253879,10395,243484,1.681317880794702,0,0,0
20000,2,54,1,1,3,3,3,1,9777,10140,9360,9833,9153,9116,2000,1000,1000,0,500,500,1,0,0,1,0,1,0,0,0.4888255587220639,0.5069746512674367,0.4679766011699415,0.49162541872906357,0.4576271186440678,0.45577721113944303,0.2045408058907752,0.09860960457548565,0.10682619378271552,0.0,0.05462093074065982,0.054842601733026214,7777,9140,8360,9833,8653,8616,9563.166666666666,833.3333333333334,3,1,6,3,661,683.1300510639732,0.37261639148943987,0,57379,5000,52379,2.7323333333333335,0,1,0
500000,1,52,2,-1,-1,-1,-1,-1,-5,43528,104315,71776,60753,0,43533,104406,71776,60753,0,8200,0,1,0,0,1,0,0,0,-9.99998000004e-06,0.08705582588834822,0.2086295827408345,0.1435517128965742,0.12150575698848602,0.0,1.0,2.398538905097751,0.6880631926070785,0.8464131964278251,0.0,1.0,-43538,-60878,32539,11023,60753,-8200,46727.833333333336,48111.333333333336,2,1,1,1,-5,39541.1020062247,0.805131918081869,1,280367,288668,-8301,0.5596147704590818,1,1,0
